,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Theoretical Price,BS Price QuantLib
0,1.1,3.3,0.0,500.34,BTC-28JUN24,44651.03,95.9,0.0,0.0001,0.95,75.9,1.0,0.277,0.761,"[[0.95, 3.3]]","[[0.0001, 1.1]]",0.77667083,BTC-28JUN24-10000-C,0.7766,43036.67,20963043147,1706969537935,39.32439,-0.79396,2.41324,0.0,0.99722,0.0,0.0,,,,month,2024-06-28,10000,2024-06-28,0.14520547945205478,2.5017,1.274185,35138.76680290682,34682.81896029077,0.761,34680.028967419654,35158.97104579412
1,25.0,23.0,85.14,107.62,BTC-28JUN24,44651.03,95.9,0.0,0.0002,0.0015,282.8,0.5005,0.0001,0.0009,"[[0.0015, 23.0], [0.0016, 20.9], [0.0145, 2.0]]","[[0.0002, 25.0], [0.0001, 435.0]]",0.00060545,BTC-28JUN24-10000-P,0.0006,43036.67,20963045652,1706969537935,-0.60483,-0.79396,2.41324,0.0,-0.00278,0.0,0.0,,,,month,2024-06-28,10000,2024-06-28,0.14520547945205478,0.9638,1.2176733333333334,34680.066748813406,34681.607231805065,0.0009,34680.028967419654,0.04518299664305723
2,1.0,2.2,0.0,500.17,BTC-28JUN24,44651.7,75.02,0.0,0.0001,0.9365,137.5,1.0,0.1655,0.66,"[[0.9365, 2.2]]","[[0.0001, 1.0]]",0.66488057,BTC-28JUN24-15000-C,0.665,43036.74,20963040931,1706969539948,58.72525,-1.15666,4.49384,0.0,0.99443,0.0,0.0,,,,month,2024-06-28,15000,2024-06-28,0.14520547945205478,2.5008500000000002,1.2853233333333334,31120.50718509325,29750.117059663327,0.66,29695.198454944708,31163.95599761932
3,1.0,18.0,70.59,79.47,BTC-28JUN24,44651.7,75.02,0.0,0.0006,0.0015,188.8,0.5005,0.0001,0.0013,"[[0.0015, 18.0], [0.0016, 8.1]]","[[0.0006, 1.0], [0.0004, 150.0], [0.0001, 203.0]]",0.00078251,BTC-28JUN24-15000-P,0.001,43036.74,20963046428,1706969539948,-1.16858,-1.15666,4.49384,0.0,-0.00557,49.35,0.9,0.0,0.0013,0.0013,month,2024-06-28,15000,2024-06-28,0.14520547945205478,0.7503,1.221818333333333,29695.310239583974,29732.467231179086,0.0013,29695.198454944708,0.13116353254203458
4,4.2,1.7,0.0,499.49,BTC-28JUN24,44651.7,65.96,0.0,0.552,0.925,373.9,1.0,0.055,0.5385,"[[0.925, 1.7]]","[[0.552, 4.2], [0.5, 0.2], [0.0001, 1.0]]",0.55491964,BTC-28JUN24-20000-C,0.5549,43036.74,20963042452,1706969539948,76.43686,-2.60559,11.51434,0.0,0.98363,0.0,0.0,,,,month,2024-06-28,20000,2024-06-28,0.14520547945205478,2.49745,1.2892383333333333,27644.11353135055,25012.14608601081,0.5385,24709.712136368023,27711.324926931837
5,57.0,38.0,50.47,73.0,BTC-28JUN24,44652.48,65.96,0.0,0.0004,0.005,220.6,0.5025,0.0001,0.0034,"[[0.005, 38.0], [0.0055, 1.0], [4.0, 30.0]]","[[0.0004, 57.0], [0.0002, 5.0], [0.0001, 16.0]]",0.00278889,BTC-28JUN24-20000-P,0.0028,43036.73,20963045330,1706969540954,-3.42128,-2.6054,11.51351,0.0,-0.01636,0.0,0.0,,,,month,2024-06-28,20000,2024-06-28,0.14520547945205478,0.61735,1.22131,24711.023097646063,24940.521813947882,0.0034,24710.492130445426,0.6224326925848948
6,13.2,1.5,0.0,499.58,BTC-28JUN24,44652.48,60.01,0.0,0.507,0.921,178.6,1.0,0.0105,0.4925,"[[0.921, 1.5]]","[[0.507, 13.2], [0.4, 25.0], [0.0001, 1.0]]",0.51126296,BTC-28JUN24-22000-C,0.5105,43036.73,20963044885,1706969540955,83.73629,-2.7981,13.59061,0.0,0.98012,0.0,0.0,,,,month,2024-06-28,22000,2024-06-28,0.14520547945205478,2.4979,1.2886566666666668,26398.733026445938,23212.656586015855,0.4925,22716.413264155715,26474.972574108284
7,36.0,2.0,54.75,63.96,BTC-28JUN24,44652.47,60.01,0.0,0.0018,0.0045,228.6,0.503,0.0001,0.005,"[[0.0045, 2.0], [0.0046, 0.1], [0.035, 2.0], [0.313, 20.0]]","[[0.0018, 36.0]]",0.00391914,BTC-28JUN24-22000-P,0.0032,43036.73,20963046159,1706969540956,-4.10801,-2.7981,13.59063,0.0,-0.01988,0.0,0.0,,,,month,2024-06-28,22000,2024-06-28,0.14520547945205478,0.59355,1.225235,22717.879121512982,23115.169069635784,0.005,22716.40326480751,1.8076305550061342
8,16.0,1.4,0.0,499.27,BTC-28JUN24,44652.47,60.01,0.0,0.4625,0.917,136.4,0.968,0.0001,0.4485,"[[0.917, 1.4]]","[[0.4625, 16.0], [0.005, 99.9], [0.0001, 1.0]]",0.46840153,BTC-28JUN24-24000-C,0.4684,43036.98,20963042834,1706969541962,88.7519,-4.36857,21.21853,0.0,0.96614,0.0,0.0,,,,month,2024-06-28,24000,2024-06-28,0.14520547945205478,2.49635,1.3084466666666665,25219.06833282501,21527.51273952892,0.4485,20722.93926478025,25303.79298128587
9,18.0,18.0,41.74,74.09,BTC-28JUN24,44652.47,60.01,0.0,0.0006,0.0145,260.7,0.5055,0.0001,0.007,"[[0.0145, 18.0], [0.015, 18.0]]","[[0.0006, 18.0], [0.0005, 18.0], [0.0002, 10.0], [0.0001, 10.0]]",0.00584463,BTC-28JUN24-24000-P,0.0058,43036.98,20963045259,1706969541964,-7.07824,-4.36857,21.21853,0.0,-0.03386,0.0,0.0,,,,month,2024-06-28,24000,2024-06-28,0.14520547945205478,0.57915,1.3277516666666667,20727.064621230555,21570.50279236236,0.007,20722.93926478025,5.505990947222015
10,18.7,12.5,49.49,347.3,BTC-28JUN24,44652.47,58.23,0.0,0.443,0.8,152.9,0.9465,0.0001,0.427,"[[0.8, 12.5], [0.9155, 1.4]]","[[0.443, 18.7], [0.26, 1.0], [0.2225, 1.0], [0.0001, 1.0]]",0.44662323,BTC-28JUN24-25000-C,0.4468,43036.98,20963046312,1706969541963,91.64632,-4.77634,23.90793,1e-05,0.96082,0.0,0.0,,,,month,2024-06-28,25000,2024-06-28,0.14520547945205478,1.98395,1.377685,22784.827956953246,20875.990974650962,0.427,19726.92482723806,22851.197212612988
11,36.0,18.0,44.06,71.31,BTC-28JUN24,44653.06,58.23,0.0,0.0014,0.0155,131.8,0.5065,0.0001,0.008,"[[0.0155, 18.0], [0.016, 18.0]]","[[0.0014, 36.0], [0.0001, 1.0]]",0.00645979,BTC-28JUN24-25000-P,0.0067,43037.65,20963045388,1706969542969,-8.1762,-4.7761,23.90674,1e-05,-0.03918,5454.87,16.0,0.0,0.008,0.008,month,2024-06-28,25000,2024-06-28,0.14520547945205478,0.57685,1.30893,19734.597307361248,20700.1314434234,0.008,19727.514353561008,9.869857989790082
12,19.1,1.3,44.67,499.56,BTC-28JUN24,44653.06,57.42,0.0,0.42,0.9135,172.8,0.9255,0.0001,0.425,"[[0.9135, 1.3]]","[[0.42, 19.1], [0.4, 23.7], [0.0002, 1000.0], [0.0001, 1.0]]",0.4257392,BTC-28JUN24-26000-C,0.4259,43037.65,20963042059,1706969542971,93.92625,-5.48167,27.82494,1e-05,0.95273,0.0,0.0,,,,month,2024-06-28,26000,2024-06-28,0.14520547945205478,2.72115,1.3831783333333334,24998.02105072476,20103.838624246742,0.425,18732.554761847132,25099.427898931113
13,17.0,17.0,54.54,70.81,BTC-28JUN24,44653.73,57.42,0.0,0.0065,0.0185,302.2,0.508,0.0001,0.01,"[[0.0185, 17.0], [0.155, 2.0]]","[[0.0065, 17.0], [0.0055, 17.0], [0.0001, 1.0]]",0.00796923,BTC-28JUN24-26000-P,0.0082,43037.98,20963044079,1706969543977,-9.889,-5.48137,27.82343,1e-05,-0.04727,0.0,0.0,,,,month,2024-06-28,26000,2024-06-28,0.14520547945205478,0.6267499999999999,1.3137266666666667,18760.788930301467,19905.941082425714,0.01,18733.223694180862,33.95710299671291
14,8.0,16.0,47.43,81.79,BTC-28JUN24,44653.73,56.04,0.0,0.379,0.413,216.6,0.885,0.0001,0.363,"[[0.413, 16.0]]","[[0.379, 8.0], [0.376, 1.0], [0.3755, 1.0], [0.17, 1.0], [0.005, 50.0], [0.0001, 1.0]]",0.38420234,BTC-28JUN24-28000-C,0.3851,43037.98,20963046316,1706969543977,97.6103,-7.07765,36.814,1e-05,0.93256,0.0,0.0,,,,month,2024-06-28,28000,2024-06-28,0.14520547945205478,0.6461,1.3185499999999999,16828.60615693559,18373.73636494992,0.363,16749.893632240484,16835.405840454056
15,1.1,17.0,53.31,58.78,BTC-28JUN24,44653.73,56.04,0.0,0.01,0.0145,235.9,0.512,0.0001,0.0115,"[[0.0145, 17.0], [0.0165, 3.0], [0.0695, 2.0], [0.601, 1.9]]","[[0.01, 1.1], [0.0001, 18.0]]",0.01121929,BTC-28JUN24-28000-P,0.0122,43037.98,20963045569,1706969543976,-14.19153,-7.07765,36.814,1e-05,-0.06744,0.0,0.0,,,,month,2024-06-28,28000,2024-06-28,0.14520547945205478,0.56045,1.2472533333333333,16771.708745818964,18139.662880005635,0.0115,16749.893632240484,39.312053027450666
16,8.0,8.0,50.62,79.18,BTC-28JUN24,44654.31,53.04,0.0,0.3415,0.377,710.6,0.8435,0.0001,0.3225,"[[0.377, 8.0], [0.9, 2.0]]","[[0.3415, 8.0], [0.341, 8.0], [0.339, 8.0], [0.005, 48.1]]",0.34415477,BTC-28JUN24-30000-C,0.3439,43038.29,20963046318,1706969544983,101.33458,-8.18612,44.98838,1e-05,0.91219,0.0,0.0,,,,month,2024-06-28,30000,2024-06-28,0.14520547945205478,0.649,1.2519683333333336,14940.502895842063,16661.119899210247,0.3225,14785.831848662849,14951.18383589289
17,16.0,2.0,50.8,54.32,BTC-28JUN24,44654.31,53.04,0.0,0.0135,0.017,393.2,0.5155,0.0001,0.021,"[[0.017, 2.0], [0.0175, 0.1], [0.018, 3.0], [0.0405, 1.0], [0.0525, 1.0]]","[[0.0135, 16.0], [0.01, 1.0], [0.005, 100.0], [0.0001, 4.0]]",0.01595865,BTC-28JUN24-30000-P,0.0157,43038.29,20963043414,1706969544984,-18.45309,-8.18612,44.98838,1e-05,-0.08781,0.0,0.0,,,,month,2024-06-28,30000,2024-06-28,0.14520547945205478,0.5256000000000001,1.1788666666666667,14803.140260692271,16389.212009018505,0.021,14785.831848662849,65.54269147649887
18,8.0,8.0,48.5,76.53,BTC-28JUN24,44654.31,53.04,0.0,0.3015,0.342,459.2,0.807,0.0001,0.285,"[[0.342, 8.0], [0.43, 2.0], [0.47, 1.0]]","[[0.3015, 8.0], [0.301, 8.0], [0.005, 91.9], [0.0001, 1.0]]",0.30613854,BTC-28JUN24-32000-C,0.3071,43038.29,20963046200,1706969544984,101.68015,-10.43021,57.32121,1e-05,0.87734,0.0,0.0,,,,month,2024-06-28,32000,2024-06-28,0.14520547945205478,0.62515,1.1824066666666666,13067.323448237494,14960.787334518373,0.285,12859.028707617596,13081.37060060325
19,1.0,15.0,50.9,55.19,BTC-28JUN24,44654.31,53.04,0.0,0.021,0.0265,237.1,0.5235,0.0001,0.0245,"[[0.0265, 15.0], [0.027, 15.0]]","[[0.021, 1.0], [0.02, 15.0], [0.016, 3.0], [0.0001, 2.0]]",0.02272934,BTC-28JUN24-32000-P,0.0237,43038.29,20963046529,1706969544983,-26.09336,-10.43021,57.32121,1e-05,-0.12266,7318.33,7.0,0.0,0.0245,0.0245,month,2024-06-28,32000,2024-06-28,0.14520547945205478,0.53045,1.109615,12899.189898246692,14657.570203259304,0.0245,12859.028707617596,159.20409143849898
20,8.0,16.0,49.33,74.65,BTC-28JUN24,44654.31,51.69,0.0,0.267,0.3095,806.9,0.7705,0.0001,0.251,"[[0.3095, 16.0], [1.0, 5.0]]","[[0.267, 8.0], [0.265, 8.0], [0.0001, 1.0]]",0.27036861,BTC-28JUN24-34000-C,0.2706,43038.29,20963046465,1706969544983,101.67724,-12.13458,68.42406,2e-05,0.84082,0.0,0.0,,,,month,2024-06-28,34000,2024-06-28,0.14520547945205478,0.6199,1.1127233333333335,11302.667816668727,13285.735895867569,0.251,10997.579530497867,11321.674994649995
21,1.1,6.0,50.4,53.01,BTC-28JUN24,44654.31,51.69,0.0,0.03,0.034,178.3,0.5315,0.0001,0.0325,"[[0.034, 6.0], [0.0345, 14.0], [0.0355, 6.0]]","[[0.03, 1.1], [0.029, 14.0], [0.0285, 20.0], [0.01, 1.0], [0.0001, 1.0]]",0.03174633,BTC-28JUN24-34000-P,0.032,43038.29,20963046150,1706969544983,-34.08212,-12.13458,68.42406,2e-05,-0.15918,32188.92,23.0,1.5625,0.032,0.0325,month,2024-06-28,34000,2024-06-28,0.14520547945205478,0.51705,1.0408233333333332,11034.112085514018,12953.428464731263,0.0325,10997.579530497867,291.8707711960221
22,16.0,16.0,48.26,73.82,BTC-28JUN24,44654.84,51.24,0.0,0.2485,0.294,124.4,0.753,0.0001,0.233,"[[0.294, 16.0]]","[[0.2485, 16.0], [0.248, 8.0]]",0.25346668,BTC-28JUN24-35000-C,0.2534,43038.35,20963046354,1706969546997,100.98309,-13.02792,74.11321,2e-05,0.81972,0.0,0.0,,,,month,2024-06-28,35000,2024-06-28,0.14520547945205478,0.6103999999999999,1.0423033333333334,10435.087088507997,12285.93628073547,0.233,10102.178145176931,10456.247792094631
23,10.0,12.0,49.32,52.64,BTC-28JUN24,44654.84,51.24,0.0,0.034,0.0395,125.6,0.537,0.0001,0.0375,"[[0.0395, 12.0], [0.04, 13.0], [0.041, 19.0], [0.0445, 1.0], [0.048, 1.0]]","[[0.034, 10.0], [0.0335, 13.0], [0.03, 20.0], [0.005, 87.5], [0.0005, 100.0], [0.0002, 1000.0], [0.0001, 1.0]]",0.03723787,BTC-28JUN24-35000-P,0.0372,43038.35,20963044078,1706969546997,-38.76919,-13.02792,74.11321,2e-05,-0.18028,3238.28,2.0,0.0,0.0375,0.0375,month,2024-06-28,35000,2024-06-28,0.14520547945205478,0.5098,0.9760533333333333,10127.937772218258,11968.194884381552,0.0375,10102.178145176931,384.24264017073455
24,8.0,16.0,47.83,73.31,BTC-28JUN24,44654.84,51.24,0.0,0.2315,0.2795,501.2,0.7375,0.0001,0.28,"[[0.2795, 16.0]]","[[0.2315, 8.0], [0.0001, 2.0]]",0.23758573,BTC-28JUN24-36000-C,0.2375,43038.35,20963046315,1706969546998,99.57308,-14.05337,79.94682,2e-05,0.79597,192385.33,16.0,0.1789,0.2795,0.28,month,2024-06-28,36000,2024-06-28,0.14520547945205478,0.6057,0.9962433333333335,9608.055586749699,11402.55986583827,0.28,9235.354039740789,9631.68878657398
25,6.0,18.0,49.15,53.34,BTC-28JUN24,44654.9,51.24,0.0,0.04,0.0475,100.4,0.5435,0.0001,0.0445,"[[0.0475, 18.0], [0.14, 2.0]]","[[0.04, 6.0], [0.0395, 12.0], [0.0001, 2.0]]",0.04375038,BTC-28JUN24-36000-P,0.0437,43038.35,20963044523,1706969546998,-44.17192,-14.05334,79.94665,2e-05,-0.20403,22090.91,11.5,-2.1978,0.044,0.0455,month,2024-06-28,36000,2024-06-28,0.14520547945205478,0.5124500000000001,0.97268,9275.15074592859,11283.65285375507,0.0445,9235.407604622196,531.2362196480879
26,16.0,8.0,48.83,71.9,BTC-28JUN24,44654.84,50.57,0.0,0.203,0.251,603.7,0.706,0.0001,0.187,"[[0.251, 8.0], [0.425, 1.0], [0.485, 1.0], [0.525, 2.0]]","[[0.203, 16.0], [0.201, 8.0]]",0.2072991,BTC-28JUN24-38000-C,0.2065,43038.35,20963046268,1706969546997,96.35691,-15.65735,90.25143,2e-05,0.74691,0.0,0.0,,,,month,2024-06-28,38000,2024-06-28,0.14520547945205478,0.60365,0.9928016666666667,8079.798505869541,10141.033548387615,0.187,7605.800773723953,8108.64675641986
27,6.0,6.0,49.09,52.06,BTC-28JUN24,44654.84,50.57,0.0,0.0545,0.0605,144.9,0.557,0.0001,0.059,"[[0.0605, 6.0], [0.061, 11.0], [0.062, 6.0]]","[[0.0545, 6.0], [0.0535, 24.0], [0.0001, 1.0]]",0.05825068,BTC-28JUN24-38000-P,0.0575,43038.35,20963045257,1706969546998,-55.37414,-15.65735,90.25143,2e-05,-0.25309,5300.77,2.1,1.7241,0.058,0.059,month,2024-06-28,38000,2024-06-28,0.14520547945205478,0.50575,1.00966,7630.584734027423,10235.38452246939,0.059,7605.800773723953,885.6988952244919
28,8.0,16.0,47.88,70.86,BTC-28JUN24,44654.84,50.01,0.0,0.1735,0.225,396.8,0.678,0.0001,0.2255,"[[0.225, 16.0], [0.37, 2.0]]","[[0.1735, 8.0], [0.1715, 8.0], [0.135, 1.0], [0.13, 4.0], [0.125, 1.0], [0.11, 1.0], [0.0001, 1.0]]",0.1792666,BTC-28JUN24-40000-C,0.1782,43038.35,20963045858,1706969546997,91.91147,-16.99145,99.02647,2e-05,0.69369,77543.66,8.0,0.0,0.2255,0.2255,month,2024-06-28,40000,2024-06-28,0.14520547945205478,0.5937,1.0174083333333335,6654.848179905464,9152.576089471284,0.2255,6139.212442430209,6687.669967047254
29,6.0,6.0,48.45,51.6,BTC-28JUN24,44654.84,50.01,0.0,0.0705,0.0775,188.8,0.5735,0.0001,0.076,"[[0.0775, 6.0], [0.078, 10.0], [0.079, 6.0]]","[[0.0705, 6.0], [0.0695, 10.0], [0.005, 75.0], [0.0001, 2.0]]",0.0750051,BTC-28JUN24-40000-P,0.074,43038.35,20963045886,1706969546998,-67.80543,-16.99145,99.02647,2e-05,-0.30631,33760.87,10.3,-1.2987,0.0755,0.077,month,2024-06-28,40000,2024-06-28,0.14520547945205478,0.5002500000000001,1.0340833333333335,6140.551740696152,9253.237045575825,0.076,6139.212442430209,1394.2412864202336
30,9.0,9.0,47.98,51.78,BTC-28JUN24,44654.84,50.06,0.0,0.149,0.158,110.4,0.6535,0.0001,0.1555,"[[0.158, 9.0], [0.1595, 9.0], [0.272, 1.0]]","[[0.149, 9.0], [0.12, 1.0], [0.0001, 3.0]]",0.15498165,BTC-28JUN24-42000-C,0.1539,43038.35,20963045577,1706969546997,86.23255,-18.17231,105.8107,3e-05,0.63755,0.0,0.0,,,,month,2024-06-28,42000,2024-06-28,0.14520547945205478,0.49879999999999997,0.9673200000000001,4848.645747816481,7809.511410232251,0.1555,4856.064540006464,4878.976100260682
31,6.0,6.0,48.59,51.55,BTC-28JUN24,44654.9,50.06,0.0,0.091,0.098,82.5,0.594,0.0001,0.0965,"[[0.098, 6.0], [0.0985, 9.0], [0.0995, 6.0], [0.18, 1.0]]","[[0.091, 6.0], [0.09, 6.0], [0.047, 2.0], [0.0001, 1.0]]",0.09550708,BTC-28JUN24-42000-P,0.0945,43038.35,20963045879,1706969546999,-81.46991,-18.17231,105.81069,3e-05,-0.36244,18789.85,4.5,-1.5306,0.0965,0.098,month,2024-06-28,42000,2024-06-28,0.14520547945205478,0.5007,0.9518833333333333,4860.433053663939,7711.277516208884,0.0965,4856.104572334651,2111.893385703785
32,2.0,9.0,48.55,52.2,BTC-28JUN24,44654.9,50.13,0.0,0.1285,0.1375,110.4,0.632,0.0001,0.135,"[[0.1375, 9.0], [0.233, 10.0]]","[[0.1285, 2.0], [0.128, 18.4], [0.0001, 1.0]]",0.13419654,BTC-28JUN24-44000-C,0.1324,43038.35,20963046613,1706969546999,80.02917,-18.95659,110.22934,3e-05,0.58122,29041.98,5.0,0.0,0.135,0.135,month,2024-06-28,44000,2024-06-28,0.14520547945205478,0.50375,0.8853133333333333,3790.069463988115,6328.430159665026,0.135,3765.058983228526,3822.8134987935487
33,6.0,6.0,48.82,51.46,BTC-28JUN24,44654.9,50.13,0.0,0.1145,0.121,144.9,0.6175,0.0001,0.1205,"[[0.121, 6.0], [0.1235, 14.0]]","[[0.1145, 6.0], [0.114, 8.0], [0.113, 1.4], [0.1125, 6.0], [0.0055, 25.0], [0.005, 500.0], [0.0001, 1.0]]",0.11950889,BTC-28JUN24-44000-P,0.1177,43038.35,20963046520,1706969546998,-95.65941,-18.95659,110.22934,3e-05,-0.41878,36432.26,7.0,-1.6327,0.1195,0.1225,month,2024-06-28,44000,2024-06-28,0.14520547945205478,0.5014,0.8770166666666667,3774.396242218045,6273.461780729704,0.1205,3765.058983228526,3022.0947136080285
34,2.0,18.0,49.13,52.53,BTC-28JUN24,44654.84,50.32,0.0,0.12,0.1285,163.8,0.6225,0.0001,0.124,"[[0.1285, 18.0]]","[[0.12, 2.0], [0.1185, 0.1], [0.117, 9.0]]",0.12499361,BTC-28JUN24-45000-C,0.123,43038.35,20963045882,1706969546997,76.78089,-19.25916,111.55249,3e-05,0.55361,78905.16,14.7,-0.4016,0.124,0.128,month,2024-06-28,45000,2024-06-28,0.14520547945205478,0.5083,0.8107116666666666,3347.1823802293948,5388.162637688598,0.124,3290.9805237779183,3380.607116808816
35,7.0,6.0,48.84,51.84,BTC-28JUN24,44654.84,50.32,0.0,0.127,0.1345,129.8,0.6305,0.0001,0.1325,"[[0.1345, 6.0], [0.135, 8.0], [0.1365, 6.0]]","[[0.127, 7.0], [0.1265, 6.0], [0.126, 8.0], [0.1255, 0.1], [0.085, 1.0], [0.005, 100.0]]",0.13269943,BTC-28JUN24-45000-P,0.1307,43038.35,20963046351,1706969546997,-102.90062,-19.25916,111.55249,3e-05,-0.44639,64646.78,11.3,0.0,0.1325,0.1325,month,2024-06-28,45000,2024-06-28,0.14520547945205478,0.5034000000000001,0.8069133333333334,3314.0039329495776,5362.624145569913,0.1325,3290.9805237779183,3559.326668027544
