,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Theoretical Price,BS Price QuantLib
36,10.0,20.0,48.84,52.42,BTC-28JUN24,44654.9,50.64,0.0,0.11,0.119,110.9,0.6145,0.0001,0.119,"[[0.119, 20.0]]","[[0.11, 10.0], [0.109, 10.0], [0.005, 0.3], [0.0001, 1.1]]",0.11574383,BTC-28JUN24-46000-C,0.1145,43038.35,20963045878,1706969546999,73.51262,-19.51388,112.31613,3e-05,0.52681,72426.04,14.5,3.0303,0.1155,0.119,month,2024-06-28,46000,2024-06-28,0.14520547945205478,0.5063,0.7405266666666667,2905.707804996895,4495.213518402048,0.119,2862.9815408686263,2938.976755416906
37,7.0,7.0,48.6,53.17,BTC-28JUN24,44654.84,50.64,0.0,0.1395,0.151,151.0,0.6445,0.0001,0.176,"[[0.151, 7.0], [0.1515, 7.0], [0.35, 43.9]]","[[0.1395, 7.0], [0.1385, 7.0], [0.0001, 988.5]]",0.14584311,BTC-28JUN24-46000-P,0.1447,43038.35,20963046527,1706969546998,-110.16211,-19.51385,112.31601,3e-05,-0.47319,0.0,0.0,,,,month,2024-06-28,46000,2024-06-28,0.14520547945205478,0.50885,0.7377033333333334,2922.9742829363386,4476.036433505182,0.176,2862.952623851361,4165.6589069064285
38,10.0,10.0,49.75,52.14,BTC-28JUN24,44654.84,50.95,0.0,0.0955,0.1015,153.8,0.5985,0.0001,0.1,"[[0.1015, 10.0], [0.103, 10.0], [0.119, 1.0]]","[[0.0955, 10.0], [0.095, 10.0], [0.094, 10.0], [0.0935, 10.0], [0.08, 5.0], [0.06, 5.0], [0.01, 2.0]]",0.10024376,BTC-28JUN24-48000-C,0.0985,43038.35,20963045868,1706969546998,67.07897,-19.63788,112.34441,3e-05,0.47473,75804.79,17.5,-1.4778,0.1,0.1015,month,2024-06-28,48000,2024-06-28,0.14520547945205478,0.50945,0.6714733333333334,2198.834199950532,3276.8681441167464,0.1,2136.8862245292876,2231.0994093998356
39,6.0,6.0,28.39,53.96,BTC-28JUN24,44655.38,50.95,0.0,0.1175,0.181,119.4,0.673,0.0001,0.209,"[[0.181, 6.0], [0.1815, 6.0]]","[[0.1175, 6.0], [0.117, 6.0]]",0.17512996,BTC-28JUN24-48000-P,0.1734,43038.61,20963046314,1706969553039,-124.57859,-19.63582,112.34544,3e-05,-0.52528,0.0,0.0,,,,month,2024-06-28,48000,2024-06-28,0.14520547945205478,0.41174999999999995,0.6658933333333333,1566.9229187639903,3239.6217456622435,0.209,2137.099047205804,4795.110333997591
40,11.0,11.0,49.99,53.01,BTC-28JUN24,44655.38,51.5,0.0,0.0815,0.089,515.6,0.585,0.0001,0.089,"[[0.089, 11.0], [0.0905, 6.0], [0.1285, 2.0]]","[[0.0815, 11.0], [0.0805, 6.0], [0.06, 1.0], [0.03, 2.0], [0.005, 100.0], [0.0001, 1.0]]",0.0869938,BTC-28JUN24-50000-C,0.0853,43038.61,20963046028,1706969553039,60.89064,-19.55424,110.66865,3e-05,0.42675,151367.47,39.7,0.0,0.086,0.0895,month,2024-06-28,50000,2024-06-28,0.14520547945205478,0.515,0.6169283333333334,1658.3344858414675,2295.703994298605,0.089,1567.280385959075,1688.5657816706905
41,6.0,6.0,26.95,53.14,BTC-28JUN24,44655.38,51.5,0.0,0.147,0.209,99.8,0.7045,0.0001,0.241,"[[0.209, 6.0], [0.212, 6.0], [0.6, 2.0]]","[[0.147, 6.0], [0.1465, 6.0], [0.0001, 1.0]]",0.20666692,BTC-28JUN24-50000-P,0.2049,43038.61,20963046410,1706969553041,-138.75453,-19.55424,110.66865,3e-05,-0.57325,0.0,0.0,,,,month,2024-06-28,50000,2024-06-28,0.14520547945205478,0.40045000000000003,0.6110483333333333,989.6232824059698,2258.2090982051413,0.241,1567.280385959075,6207.876961412327
42,11.0,11.0,50.24,53.15,BTC-28JUN24,44655.38,51.7,0.0,0.0695,0.0765,122.4,0.5725,0.0001,0.075,"[[0.0765, 11.0], [0.0775, 11.0], [0.078, 6.0]]","[[0.0695, 11.0], [0.069, 17.0]]",0.07499348,BTC-28JUN24-52000-C,0.073,43038.61,20963043569,1706969553040,54.92431,-19.07199,107.52849,3e-05,0.38104,37622.69,11.5,-1.9608,0.0745,0.0775,month,2024-06-28,52000,2024-06-28,0.14520547945205478,0.51695,0.537575,1222.2384485813436,1336.0967985067437,0.075,1130.5592727759395,1249.3767887758095
43,3.3,0.8,41.06,499.53,BTC-28JUN24,44655.38,51.7,0.0,0.2125,1.041,113.1,0.737,0.0001,0.2785,"[[1.041, 0.8]]","[[0.2125, 3.3]]",0.23945353,BTC-28JUN24-52000-P,0.2375,43038.61,20963045889,1706969553039,-152.70666,-19.07199,107.52849,3e-05,-0.61896,0.0,0.0,,,,month,2024-06-28,52000,2024-06-28,0.14520547945205478,2.7029499999999995,0.6067816666666667,15569.344887753792,1733.7900552979881,0.2785,1130.5592727759395,22921.762192450355
44,6.0,18.0,50.84,54.07,BTC-28JUN24,44655.38,52.46,0.0,0.06,0.0675,127.8,0.5635,0.0001,0.0645,"[[0.0675, 18.0], [0.0685, 6.0]]","[[0.06, 6.0], [0.0595, 6.0], [0.0585, 12.0]]",0.06474437,BTC-28JUN24-54000-C,0.0637,43038.61,20963042777,1706969553040,49.58504,-18.64578,103.6037,2e-05,0.34183,56097.23,20.1,-3.7313,0.0645,0.067,month,2024-06-28,54000,2024-06-28,0.14520547945205478,0.52455,0.6027299999999999,918.109940897778,1314.022741847315,0.0645,803.08024993659,942.2263575943599
45,3.2,0.7,40.99,499.54,BTC-28JUN24,44655.38,52.46,0.0,0.2475,1.0835,96.7,0.773,0.0001,0.2935,"[[1.0835, 0.7]]","[[0.2475, 3.2]]",0.27399135,BTC-28JUN24-54000-P,0.273,43038.61,20963045874,1706969553040,-166.03174,-18.64578,103.6037,2e-05,-0.65817,0.0,0.0,,,,month,2024-06-28,54000,2024-06-28,0.14520547945205478,2.7026499999999998,0.6741366666666667,15071.346782054772,1706.8094644190278,0.2935,803.08024993659,24419.928340948532
46,12.0,6.0,51.45,54.31,BTC-28JUN24,44655.38,52.88,0.0,0.0565,0.063,107.3,0.5595,0.0001,0.06,"[[0.063, 6.0], [0.0635, 12.0], [0.064, 6.0]]","[[0.0565, 12.0], [0.0555, 6.0], [0.0455, 11.0], [0.025, 10.0], [0.0001, 2.0]]",0.06024127,BTC-28JUN24-55000-C,0.0597,43038.61,20963046424,1706969553040,47.12433,-18.40211,101.43363,2e-05,0.32403,36993.71,14.2,-4.0,0.06,0.0625,month,2024-06-28,55000,2024-06-28,0.14520547945205478,0.5288,0.67013,797.6527426251487,1499.5987003860082,0.06,673.1971489095495,820.2588799789753
47,3.2,0.7,40.86,499.21,BTC-28JUN24,44655.38,52.88,0.0,0.2655,1.1045,84.1,0.791,0.0001,0.313,"[[1.1045, 0.7]]","[[0.2655, 3.2], [0.005, 100.0], [0.0005, 100.0], [0.0002, 1000.0], [0.0001, 1.0]]",0.29188171,BTC-28JUN24-55000-P,0.2914,43038.61,20963046409,1706969553040,-172.48535,-18.40211,101.43363,2e-05,-0.67597,0.0,0.0,,,,month,2024-06-28,55000,2024-06-28,0.14520547945205478,2.70035,0.7426216666666666,14816.948752470355,1903.2034758910395,0.313,673.1971489095495,25163.41385492189
48,6.0,6.0,51.47,54.63,BTC-28JUN24,44655.38,53.05,0.0,0.052,0.059,85.7,0.555,0.0001,0.0555,"[[0.059, 6.0], [0.0595, 12.0], [0.06, 6.0]]","[[0.052, 6.0], [0.0515, 6.0], [0.0445, 2.0]]",0.05649205,BTC-28JUN24-56000-C,0.0555,43038.61,20963044515,1706969553039,44.64119,-18.01219,98.9618,2e-05,0.30585,0.0,0.0,,,,month,2024-06-28,56000,2024-06-28,0.14520547945205478,0.5305,0.7394666666666667,682.9148230146002,1702.155426712403,0.0555,562.3953733033986,703.8043379864281
49,3.2,0.7,40.5,499.48,BTC-28JUN24,44655.38,53.05,0.0,0.2835,1.126,105.9,0.8095,0.0001,0.3525,"[[1.126, 0.7]]","[[0.2835, 3.2]]",0.31052595,BTC-28JUN24-56000-P,0.3095,43038.61,20963045887,1706969553039,-178.9614,-18.01219,98.9618,2e-05,-0.69415,0.0,0.0,,,,month,2024-06-28,56000,2024-06-28,0.14520547945205478,2.6999,0.8117816666666666,14579.846719395839,2109.930177141374,0.3525,562.3953733033986,25924.217572436908
50,6.0,24.0,53.02,56.03,BTC-28JUN24,44655.85,54.53,0.0,0.04,0.046,335.0,0.5425,0.0001,0.0425,"[[0.046, 24.0], [0.048, 6.0], [0.059, 3.0], [0.061, 1.0], [0.063, 1.0], [0.069, 2.0], [0.073, 1.0]]","[[0.04, 6.0], [0.0385, 5.0], [0.036, 1.0], [0.031, 2.0], [0.03, 3.0], [0.025, 1.0], [0.022, 1.0], [0.011, 10.0]]",0.04299353,BTC-28JUN24-60000-C,0.043,43038.67,20963046535,1706969557068,36.32749,-16.6575,89.03876,2e-05,0.24671,3670.1,2.0,0.0,0.0425,0.0425,month,2024-06-28,60000,2024-06-28,0.14520547945205478,0.54525,0.8092933333333333,385.78249951343514,1453.111414178179,0.0425,265.4968143923529,400.99716633740803
51,4.6,0.6,41.96,499.21,BTC-28JUN24,44655.85,54.53,0.0,0.364,1.211,175.7,0.8865,0.0001,0.425,"[[1.211, 0.6]]","[[0.364, 4.6], [0.0001, 1.0]]",0.38660129,BTC-28JUN24-60000-P,0.3866,43038.67,20963046438,1706969557068,-203.24671,-16.6575,89.03876,2e-05,-0.75329,0.0,0.0,,,,month,2024-06-28,60000,2024-06-28,0.14520547945205478,2.70585,0.8822533333333332,13733.955346977862,1827.8041016438729,0.425,265.4968143923529,29069.285079968326
52,0.4,26.1,56.4,57.83,BTC-28JUN24,44656.01,57.12,0.0,0.032,0.0345,133.0,0.533,0.0001,0.031,"[[0.0345, 26.1], [0.085, 20.0], [0.092, 11.0]]","[[0.032, 0.4], [0.0315, 6.0], [0.0275, 14.0], [0.023, 1.0], [0.022, 2.0], [0.021, 1.0], [0.0001, 1.0]]",0.03174434,BTC-28JUN24-65000-C,0.0332,43038.92,20963046149,1706969558074,28.84241,-15.24576,77.79971,2e-05,0.195,21510.36,15.8,0.0,0.031,0.032,month,2024-06-28,65000,2024-06-28,0.14520547945205478,0.5711499999999999,0.8809450000000001,207.2700650336442,1204.6257395259636,0.031,97.74108462313825,217.6134490664912
53,22.4,0.5,52.1,499.44,BTC-28JUN24,44656.01,57.12,0.0,0.4805,1.318,161.4,0.9885,0.0001,0.513,"[[1.318, 0.5]]","[[0.4805, 22.4], [0.0001, 1.0]]",0.48731941,BTC-28JUN24-65000-P,0.4888,43038.92,20963046718,1706969558074,-230.69631,-15.24576,77.79971,2e-05,-0.805,0.0,0.0,,,,month,2024-06-28,65000,2024-06-28,0.14520547945205478,2.7577,0.955875,13079.668926476255,1546.9253651111467,0.513,97.74108462313825,33405.39946374506
54,3.0,15.0,56.89,59.28,BTC-28JUN24,44656.01,58.09,0.0,0.0225,0.026,172.6,0.524,0.0001,0.022,"[[0.026, 15.0], [0.054, 1.0], [0.1, 3.0], [0.6935, 3.0], [0.71, 2.5], [0.717, 1.0]]","[[0.0225, 3.0], [0.022, 0.5], [0.0205, 20.0], [0.017, 1.0], [0.015, 1.0]]",0.02273349,BTC-28JUN24-70000-C,0.0242,43038.92,20963046693,1706969558074,22.23118,-13.04717,65.4716,1e-05,0.14891,0.0,0.0,,,,month,2024-06-28,70000,2024-06-28,0.14520547945205478,0.58085,0.9550466666666666,99.5545603940202,1065.7551143754918,0.022,34.0832753575678,105.74437534075913
55,19.1,30.4,50.27,278.24,BTC-28JUN24,44656.46,58.09,0.0,0.5815,1.1,168.3,1.0915,0.092,0.621,"[[1.1, 30.4], [1.425, 0.5]]","[[0.5815, 19.1], [0.0001, 1.0]]",0.59027587,BTC-28JUN24-70000-P,0.5918,43039.05,20963046317,1706969559083,-257.27116,-13.0475,65.47359,1e-05,-0.85109,0.0,0.0,,,,month,2024-06-28,70000,2024-06-28,0.14520547945205478,1.64255,0.9927166666666666,4745.863794603536,1218.1377179906158,0.621,34.08879469953729,29979.989728601162
56,15.1,17.0,56.9,62.84,BTC-28JUN24,44656.46,59.85,0.0,0.0105,0.0165,341.0,0.513,0.0001,0.0125,"[[0.0165, 17.0], [0.051, 2.0]]","[[0.0105, 15.1], [0.0022, 2.0]]",0.01347974,BTC-28JUN24-80000-C,0.0133,43039.05,20963046838,1706969559083,13.33426,-9.25914,45.09646,1e-05,0.08809,0.0,0.0,,,,month,2024-06-28,80000,2024-06-28,0.14520547945205478,0.5987,0.9925516666666667,23.748253054526856,604.2784532489632,0.0125,3.6917556655112804,25.826435481226266
57,20.8,0.4,49.52,499.06,BTC-28JUN24,44656.33,59.85,0.0,0.7965,1.6395,161.4,1.3045,0.305,0.848,"[[1.6395, 0.4]]","[[0.7965, 20.8], [0.0001, 1.0]]",0.80495674,BTC-28JUN24-80000-P,0.8048,43039.05,20963046652,1706969559081,-306.09823,-9.25902,45.09586,1e-05,-0.91191,0.0,0.0,,,,month,2024-06-28,80000,2024-06-28,0.14520547945205478,2.7429,1.0671233333333334,10535.266667983742,826.7187169934141,0.848,3.691548807772989,45817.96818796647
58,17.3,1.5,58.0,63.3,BTC-28JUN24,44656.46,60.65,0.0,0.0055,0.009,113.8,0.507,0.0001,0.007,"[[0.009, 1.5], [0.0105, 18.0]]","[[0.0055, 17.3], [0.005, 4.0]]",0.00822952,BTC-28JUN24-90000-C,0.0071,43039.05,20963045476,1706969559083,7.7915,-6.13495,29.48339,1e-05,0.05082,0.0,0.0,,,,month,2024-06-28,90000,2024-06-28,0.14520547945205478,0.6065,1.06755,5.182808375100819,446.32793993152654,0.007,0.3629569212639998,5.782096531623183
59,16.6,0.3,43.12,499.03,BTC-28JUN24,44656.46,60.65,0.0,1.016,1.855,38.5,1.5225,0.523,1.1705,"[[1.855, 0.3]]","[[1.016, 16.6], [0.0001, 1.0]]",1.02364115,BTC-28JUN24-90000-P,1.0225,43039.05,20963046816,1706969559083,-351.5698,-6.13495,29.48339,1e-05,-0.94918,1015772.35,20.6,0.0,1.1705,1.1705,month,2024-06-28,90000,2024-06-28,0.14520547945205478,2.71075,1.141233333333333,9040.353416084889,621.6398421708059,1.1705,0.3629569212639998,54289.33009200194
60,1.0,8.5,63.71,67.32,BTC-28JUN24,44656.46,65.51,0.0,0.005,0.007,72.2,0.5055,0.0001,0.0045,"[[0.007, 8.5], [0.025, 2.0], [0.026, 1.0], [0.3, 10.0], [0.6, 5.0]]","[[0.005, 1.0], [0.0049, 0.5], [0.0035, 18.0], [0.0034, 2.0], [0.0022, 1.0]]",0.00566462,BTC-28JUN24-100000-C,0.0059,43039.05,20963046864,1706969559098,6.23133,-5.56467,24.75807,0.0,0.0409,0.0,0.0,,,,month,2024-06-28,100000,2024-06-28,0.14520547945205478,0.65515,1.1464450000000002,2.8712116491374786,370.43389091343784,0.0045,0.033994972039708915,3.2408475889907358
61,1.0,0.0,0.0,0.0,BTC-28JUN24,44656.46,65.51,0.0,0.0001,0.0,0.0,1.745,0.7455,,[],"[[0.0001, 1.0]]",1.24501087,BTC-28JUN24-100000-P,1.2453,43039.05,20963043218,1706969559084,-393.05901,-5.56467,24.75807,0.0,-0.9591,0.0,0.0,,,,month,2024-06-28,100000,2024-06-28,0.14520547945205478,0.0,1.129755,0.0,340.6824636720105,,0.033994972039708915,55048.086913277766
62,0.1,0.2,159.22,497.94,BTC-27SEP24,45423.52,82.73,0.0,0.8105,0.98,39.1,1.0,0.2815,0.9415,"[[0.98, 0.2], [0.9805, 3.4]]","[[0.8105, 0.1], [0.81, 20.0], [0.0001, 2.0]]",0.78108307,BTC-27SEP24-10000-C,0.781,43039.05,20963045164,1706969559084,63.1559,-0.85754,4.90811,0.0,0.9954,0.0,0.0,,,,month,2024-09-27,10000,2024-09-27,0.39452054794520547,3.2858,1.2224899999999999,39866.72720991127,35639.45591639502,0.9415,35502.11443708843,39894.02110044075
63,0.2,1.0,80.88,84.58,BTC-27SEP24,45423.52,82.73,0.0,0.001,0.0014,54.9,0.501,0.0001,0.0022,"[[0.0014, 1.0], [0.0015, 22.0], [0.0016, 8.9], [0.0055, 1.0], [0.007, 2.0], [0.01, 19.0], [4.0, 22.0]]","[[0.001, 0.2], [0.0009, 2.0], [0.0008, 15.0], [0.0007, 40.0], [0.0005, 50.0], [0.0001, 10.0]]",0.00118871,BTC-27SEP24-10000-P,0.0012,43039.05,20963046546,1706969559084,-1.70464,-0.85754,4.90811,0.0,-0.0046,0.0,0.0,,,,month,2024-09-27,10000,2024-09-27,0.39452054794520547,0.8272999999999999,1.2333533333333333,35507.38775194544,35647.123680259174,0.0022,35502.11443708843,5.47797100500496
64,25.0,2.3,0.0,500.51,BTC-27SEP24,45423.38,69.29,0.0,0.6,0.9755,65.4,1.0,0.173,0.658,"[[0.9755, 2.3]]","[[0.6, 25.0], [0.487, 1.0], [0.0001, 1.0]]",0.67267272,BTC-27SEP24-15000-C,0.6725,43039.05,20963045266,1706969559081,93.01469,-1.64413,11.23528,0.0,0.98823,0.0,0.0,,,,month,2024-09-27,15000,2024-09-27,0.39452054794520547,2.50255,1.2998283333333334,35374.14988294851,31330.919609123073,0.658,30541.652324624665,35406.77934877949
65,1.0,3.0,66.46,72.12,BTC-27SEP24,45423.52,69.29,0.0,0.0021,0.0035,42.4,0.5025,0.0001,0.002,"[[0.0035, 3.0], [0.0037, 3.0], [0.0038, 3.0], [0.009, 1.0], [0.0115, 2.0]]","[[0.0021, 1.0], [0.002, 2.0], [0.001, 60.0], [0.0008, 6.0], [0.0007, 25.0], [0.0004, 80.0], [0.0001, 65.0]]",0.00283118,BTC-27SEP24-15000-P,0.0027,43039.05,20963046729,1706969559083,-4.27607,-1.64411,11.23517,0.0,-0.01177,262.16,3.0,-4.7619,0.002,0.0021,month,2024-09-27,15000,2024-09-27,0.39452054794520547,0.6929,1.3061450000000001,30559.61580682658,31345.99487111812,0.002,30541.79231012419,18.77496611568291
66,14.8,1.8,51.02,499.25,BTC-27SEP24,45423.52,63.58,0.0,0.562,0.971,233.6,1.0,0.0675,0.551,"[[0.971, 1.8]]","[[0.562, 14.8], [0.0002, 1000.0], [0.0001, 1.0]]",0.56720808,BTC-27SEP24-20000-C,0.5674,43039.05,20963046584,1706969559083,118.1527,-3.48876,25.97893,0.0,0.96841,0.0,0.0,,,,month,2024-09-27,20000,2024-09-27,0.39452054794520547,2.75135,1.38098,34405.67832493454,27809.28390284453,0.551,25592.838430816748,34450.05180090974
67,18.0,36.0,51.37,75.49,BTC-27SEP24,45423.52,63.58,0.0,0.0024,0.016,53.6,0.5075,0.0001,0.01,"[[0.016, 36.0], [0.017, 15.0], [0.034, 1.0], [0.0345, 2.0], [0.08, 1.0]]","[[0.0024, 18.0], [0.0023, 18.0], [0.0011, 2.0], [0.0001, 1.0]]",0.00741936,BTC-27SEP24-20000-P,0.0077,43039.3,20963046761,1706969563109,-11.56838,-3.48876,25.97893,0.0,-0.03159,0.0,0.0,,,,month,2024-09-27,20000,2024-09-27,0.39452054794520547,0.6343,1.3851616666666664,25661.45708311017,27827.4561875083,0.01,25592.838430816748,82.59934844922357
68,4.1,1.6,49.76,499.32,BTC-27SEP24,45423.52,63.58,0.0,0.5195,0.9695,95.7,1.0,0.0285,0.51,"[[0.9695, 1.6]]","[[0.5195, 4.1], [0.0001, 1.0]]",0.52571742,BTC-27SEP24-22000-C,0.528,43039.3,20963046581,1706969563110,125.12996,-4.84537,36.08086,0.0,0.95272,0.0,0.0,,,,month,2024-09-27,22000,2024-09-27,0.39452054794520547,2.7454,1.4596933333333333,33701.70899152239,26862.978578546456,0.51,23628.89607626737,33749.36037988725
69,36.0,36.0,52.29,72.18,BTC-27SEP24,45423.78,63.58,0.0,0.005,0.02,124.9,0.512,0.0001,0.013,"[[0.02, 36.0], [0.021, 16.2], [0.032, 1.0]]","[[0.005, 36.0]]",0.00994982,BTC-27SEP24-22000-P,0.0123,43039.23,20963046537,1706969564116,-17.56291,-4.84531,36.08039,0.0,-0.04728,0.0,0.0,,,,month,2024-09-27,22000,2024-09-27,0.39452054794520547,0.62235,1.4667133333333333,23739.774488651088,26899.476046137002,0.013,23629.154418588987,145.92939670818194
70,19.6,1.5,47.38,499.13,BTC-27SEP24,45423.71,63.22,0.0,0.477,0.968,114.6,0.9895,0.0001,0.4685,"[[0.968, 1.5]]","[[0.477, 19.6], [0.311, 1.0], [0.0001, 1.0]]",0.4859476,BTC-27SEP24-24000-C,0.4898,43039.23,20963045829,1706969564118,130.90628,-6.25543,46.84647,1e-05,0.93416,0.0,0.0,,,,month,2024-09-27,24000,2024-09-27,0.39452054794520547,2.73255,1.5406316666666666,32995.22012600995,26114.460627907996,0.4685,21686.869135512978,33045.89627188289
71,52.0,17.0,54.23,70.24,BTC-27SEP24,45423.78,63.22,0.0,0.01,0.026,125.4,0.518,0.0001,0.016,"[[0.026, 17.0], [0.027, 15.4]]","[[0.01, 52.0]]",0.01420113,BTC-27SEP24-24000-P,0.0182,43039.23,20963044185,1706969564117,-24.7589,-6.25541,46.84633,1e-05,-0.06584,18784.35,27.6,-3.0303,0.016,0.0165,month,2024-09-27,24000,2024-09-27,0.39452054794520547,0.62235,1.5480283333333333,21872.556496952053,26157.939254004195,0.016,21686.938195510895,264.5309351569382
72,19.1,1.0,47.85,388.9,BTC-27SEP24,45423.78,58.39,0.0,0.457,0.914,1247.3,0.966,0.0001,0.449,"[[0.914, 1.0], [0.9675, 1.5]]","[[0.457, 19.1], [0.35, 1.0], [0.0001, 1.0]]",0.46596491,BTC-27SEP24-25000-C,0.4662,43039.23,20963046326,1706969564117,137.76256,-5.79991,47.02919,1e-05,0.93383,0.0,0.0,,,,month,2024-09-27,25000,2024-09-27,0.39452054794520547,2.18375,1.6035883333333332,29519.529727187808,25942.96783126521,0.449,20727.950229618687,29565.711668663746
73,34.0,15.8,55.25,61.54,BTC-27SEP24,45423.78,58.39,0.0,0.0135,0.02,150.1,0.5165,0.0001,0.0185,"[[0.02, 15.8], [0.0245, 2.0]]","[[0.0135, 34.0], [0.0125, 17.0], [0.005, 1.3]]",0.016229,BTC-27SEP24-25000-P,0.0166,43039.23,20963045816,1706969564116,-24.38879,-5.79991,47.02919,1e-05,-0.06617,21954.54,27.2,-2.6316,0.0185,0.019,month,2024-09-27,25000,2024-09-27,0.39452054794520547,0.58395,1.532955,20871.41156606532,25507.254185762566,0.0185,20727.950229618687,255.36347378658667
